path,subject,class,time_len,available_time_L,available_time_R
..\data\s4\f3chi\s4_f3chi_su10.avi,s4,s4,4.488027210884353,1.8744671201814058,3.5091156462585036
..\data\s4\f3chi\s4_f3chi_su2.avi,s4,s4,4.32,1.6555555555555554,2.9122902494331067
..\data\s4\f3chi\s4_f3chi_su3.avi,s4,s4,4.104036281179138,1.6345124716553288,3.2453514739229026
..\data\s4\f3chi\s4_f3chi_su4.avi,s4,s4,4.656009070294784,1.7526984126984126,3.0731519274376415
..\data\s4\f3chi\s4_f3chi_su5.avi,s4,s4,4.8960090702947845,2.026848072562358,3.249342403628118
..\data\s4\f3chi\s4_f3chi_su6.avi,s4,s4,4.848027210884354,1.8399092970521542,3.4435374149659865
..\data\s4\f3chi\s4_f3chi_su7.avi,s4,s4,4.92,1.5568707482993198,3.2420861678004536
..\data\s4\f3chi\s4_f3chi_su8.avi,s4,s4,5.064036281179138,2.127981859410431,3.376235827664399
..\data\s4\f3chi\s4_f3chi_su9.avi,s4,s4,4.128027210884354,1.3820861678004535,2.6489795918367345
..\data\s4\f4chi\s4_f4chi_an1.avi,s4,s4,4.728163265306122,2.1808163265306124,4.116190476190476
..\data\s4\f4chi\s4_f4chi_an2.avi,s4,s4,6.478367346938776,2.838503401360544,4.5022675736961455
..\data\s4\f4chi\s4_f4chi_an3.avi,s4,s4,6.478367346938776,3.0174149659863945,4.687528344671202
..\data\s4\f4chi\s4_f4chi_an4.avi,s4,s4,5.459591836734694,2.5192743764172336,3.4737414965986395
..\data\s4\f4chi\s4_f4chi_an5.avi,s4,s4,5.224489795918367,2.4857142857142858,3.4863945578231292
..\data\s4\f4chi\s4_f4chi_di1.avi,s4,s4,4.989387755102041,2.1267573696145123,3.623673469387755
..\data\s4\f4chi\s4_f4chi_di2.avi,s4,s4,5.98204081632653,2.729206349206349,4.444263038548753
..\data\s4\f4chi\s4_f4chi_di3.avi,s4,s4,5.746938775510204,2.403310657596372,4.2365532879818595
..\data\s4\f4chi\s4_f4chi_di4.avi,s4,s4,5.224489795918367,2.3545578231292517,3.623219954648526
..\data\s4\f4chi\s4_f4chi_fe1.avi,s4,s4,4.493061224489796,2.269387755102041,3.0071655328798186
..\data\s4\f4chi\s4_f4chi_fe2.avi,s4,s4,5.224489795918367,2.417233560090703,3.1119274376417234
..\data\s4\f4chi\s4_f4chi_fe3.avi,s4,s4,5.459591836734694,3.4104308390022675,3.801496598639456
..\data\s4\f4chi\s4_f4chi_fe4.avi,s4,s4,5.459591836734694,3.553605442176871,3.575328798185941
..\data\s4\f4chi\s4_f4chi_fe5.avi,s4,s4,5.459591836734694,3.025668934240363,3.1205895691609977
..\data\s4\f4chi\s4_f4chi_ha1.avi,s4,s4,5.224489795918367,2.4229478458049885,3.7989569160997734
..\data\s4\f4chi\s4_f4chi_ha2.avi,s4,s4,5.98204081632653,2.438548752834467,4.304761904761905
..\data\s4\f4chi\s4_f4chi_ha3.avi,s4,s4,5.746938775510204,2.7099773242630385,3.830748299319728
..\data\s4\f4chi\s4_f4chi_ha4.avi,s4,s4,6.9746938775510205,2.8071655328798184,4.52204081632653
..\data\s4\f4chi\s4_f4chi_ha5.avi,s4,s4,5.746938775510204,2.210204081632653,4.006666666666667
..\data\s4\f4chi\s4_f4chi_sa1.avi,s4,s4,5.746938775510204,5.746893424036281,0.0
..\data\s4\f4chi\s4_f4chi_sa2.avi,s4,s4,5.98204081632653,5.9819954648526075,0.0
..\data\s4\f4chi\s4_f4chi_sa3.avi,s4,s4,6.243265306122449,6.243219954648526,0.0
..\data\s4\f4chi\s4_f4chi_sa4.avi,s4,s4,6.478367346938776,2.9305668934240363,4.445170068027211
..\data\s4\f4chi\s4_f4chi_sa5.avi,s4,s4,5.746938775510204,2.5006349206349205,2.5008163265306123
..\data\s4\f4chi\s4_f4chi_su1.avi,s4,s4,5.459591836734694,2.3345124716553287,4.057777777777778
..\data\s4\f4chi\s4_f4chi_su2.avi,s4,s4,5.459591836734694,2.376734693877551,3.8960997732426303
..\data\s4\f4chi\s4_f4chi_su3.avi,s4,s4,5.224489795918367,2.572154195011338,3.4340589569161
..\data\s4\f4chi\s4_f4chi_su4.avi,s4,s4,6.243265306122449,2.5118820861678004,4.719863945578231
..\data\s4\f5hnh\s4_f5hnh_an1.avi,s4,s4,5.3028571428571425,2.0975056689342404,3.1909750566893424
..\data\s4\f5hnh\s4_f5hnh_an2.avi,s4,s4,5.3028571428571425,2.114603174603175,3.1820408163265306
..\data\s4\f5hnh\s4_f5hnh_an3.avi,s4,s4,5.851428571428571,2.3759637188208615,3.971156462585034
..\data\s4\f5hnh\s4_f5hnh_an4.avi,s4,s4,5.381224489795918,2.206077097505669,3.0336961451247166
..\data\s4\f5hnh\s4_f5hnh_di1.avi,s4,s4,5.98204081632653,2.320770975056689,3.953922902494331
..\data\s4\f5hnh\s4_f5hnh_di2.avi,s4,s4,5.459591836734694,2.517641723356009,3.9801814058956917
..\data\s4\f5hnh\s4_f5hnh_di3.avi,s4,s4,5.929795918367347,2.7666213151927437,4.148798185941043
..\data\s4\f5hnh\s4_f5hnh_fe1.avi,s4,s4,4.728163265306122,2.2445351473922903,2.957233560090703
..\data\s4\f5hnh\s4_f5hnh_fe2.avi,s4,s4,4.884897959183673,2.1435374149659863,3.3187301587301588
..\data\s4\f5hnh\s4_f5hnh_fe3.avi,s4,s4,4.989387755102041,2.7075736961451247,2.817324263038549
..\data\s4\f5hnh\s4_f5hnh_fe4.avi,s4,s4,5.067755102040817,2.270249433106576,3.329387755102041
..\data\s4\f5hnh\s4_f5hnh_fe5.avi,s4,s4,5.0416326530612245,2.9928798185941043,2.993106575963719
..\data\s4\f5hnh\s4_f5hnh_ha1.avi,s4,s4,5.5902040816326535,2.815827664399093,3.8615873015873015
..\data\s4\f5hnh\s4_f5hnh_ha2.avi,s4,s4,5.668571428571428,2.350612244897959,3.596643990929705
..\data\s4\f5hnh\s4_f5hnh_ha3.avi,s4,s4,6.243265306122449,2.4706122448979593,4.11469387755102
..\data\s4\f5hnh\s4_f5hnh_ha4.avi,s4,s4,5.564081632653061,2.253922902494331,3.368299319727891
..\data\s4\f5hnh\s4_f5hnh_ha5.avi,s4,s4,5.929795918367347,2.192517006802721,3.7350566893424038
..\data\s4\f5hnh\s4_f5hnh_sa1.avi,s4,s4,5.746938775510204,2.541224489795918,2.55687074829932
..\data\s4\f5hnh\s4_f5hnh_sa2.avi,s4,s4,5.5902040816326535,5.5901587301587305,0.0
..\data\s4\f5hnh\s4_f5hnh_sa3.avi,s4,s4,5.40734693877551,5.407301587301587,0.0
..\data\s4\f5hnh\s4_f5hnh_sa4.avi,s4,s4,5.7208163265306125,5.7207709750566895,0.0
..\data\s4\f5hnh\s4_f5hnh_sa5.avi,s4,s4,6.191020408163265,5.192244897959184,5.195419501133787
..\data\s4\f5hnh\s4_f5hnh_su1.avi,s4,s4,5.3028571428571425,2.36734693877551,3.2978684807256236
..\data\s4\f5hnh\s4_f5hnh_su2.avi,s4,s4,5.12,2.2872108843537413,3.39437641723356
..\data\s4\f5hnh\s4_f5hnh_su3.avi,s4,s4,5.511836734693878,2.1048526077097507,3.684807256235828
..\data\s4\f5hnh\s4_f5hnh_su4.avi,s4,s4,5.146122448979592,2.0093877551020407,3.329297052154195
..\data\s4\f5hnh\s4_f5hnh_su5.avi,s4,s4,4.649795918367347,2.19827664399093,2.879909297052154
..\data\s5\f1eng\s5_f1eng_an1.avi,s5,s5,5.459591836734694,1.09124716553288,3.5970068027210886
..\data\s5\f1eng\s5_f1eng_an2.avi,s5,s5,4.989387755102041,2.3000453514739228,3.770748299319728
..\data\s5\f1eng\s5_f1eng_an3.avi,s5,s5,4.989387755102041,2.727301587301587,3.6988662131519274
..\data\s5\f1eng\s5_f1eng_an4.avi,s5,s5,5.459591836734694,2.938140589569161,3.990113378684807
..\data\s5\f1eng\s5_f1eng_an5.avi,s5,s5,5.98204081632653,2.6266666666666665,4.702766439909297
..\data\s5\f1eng\s5_f1eng_di1.avi,s5,s5,5.459591836734694,1.259501133786848,3.8383673469387753
..\data\s5\f1eng\s5_f1eng_di2.avi,s5,s5,4.989387755102041,3.2820408163265307,4.083492063492064
..\data\s5\f1eng\s5_f1eng_di3.avi,s5,s5,5.459591836734694,2.589160997732426,4.85514739229025
..\data\s5\f1eng\s5_f1eng_fe1.avi,s5,s5,4.989387755102041,2.6733786848072563,3.6016326530612246
..\data\s5\f1eng\s5_f1eng_fe2.avi,s5,s5,4.989387755102041,2.2216326530612247,3.703764172335601
..\data\s5\f1eng\s5_f1eng_fe3.avi,s5,s5,5.459591836734694,3.4182312925170066,4.083356009070295
..\data\s5\f1eng\s5_f1eng_fe4.avi,s5,s5,4.728163265306122,2.7439909297052156,3.8166439909297054
..\data\s5\f1eng\s5_f1eng_ha1.avi,s5,s5,4.989387755102041,2.0305668934240364,2.79859410430839
..\data\s5\f1eng\s5_f1eng_ha2.avi,s5,s5,5.459591836734694,2.537959183673469,3.9839002267573695
..\data\s5\f1eng\s5_f1eng_ha3.avi,s5,s5,4.989387755102041,2.0305668934240364,2.79859410430839
..\data\s5\f1eng\s5_f1eng_ha4.avi,s5,s5,5.224489795918367,2.3222222222222224,3.370657596371882
..\data\s5\f1eng\s5_f1eng_sa1.avi,s5,s5,5.459591836734694,3.2999092970521544,3.404580498866213
..\data\s5\f1eng\s5_f1eng_sa2.avi,s5,s5,5.459591836734694,3.0327891156462585,4.070748299319728
..\data\s5\f1eng\s5_f1eng_sa3.avi,s5,s5,5.459591836734694,3.034829931972789,3.6700226757369614
..\data\s5\f1eng\s5_f1eng_su1.avi,s5,s5,4.493061224489796,2.4705668934240363,3.5640816326530613
..\data\s5\f1eng\s5_f1eng_su2.avi,s5,s5,5.224489795918367,2.973061224489796,4.431156462585034
..\data\s5\f1eng\s5_f1eng_su3.avi,s5,s5,5.224489795918367,2.55546485260771,3.8814058956916098
..\data\s5\f2eng\s5_f2eng_an1.avi,s5,s5,4.12734693877551,1.7177777777777778,2.416371882086168
..\data\s5\f2eng\s5_f2eng_an10.avi,s5,s5,4.649795918367347,1.8800453514739228,3.1927437641723357
..\data\s5\f2eng\s5_f2eng_an2.avi,s5,s5,4.048979591836734,1.7035827664399092,2.6717913832199547
..\data\s5\f2eng\s5_f2eng_an3.avi,s5,s5,4.780408163265306,1.7661678004535148,2.919047619047619
..\data\s5\f2eng\s5_f2eng_an4.avi,s5,s5,4.12734693877551,1.698140589569161,2.7536507936507935
..\data\s5\f2eng\s5_f2eng_an5.avi,s5,s5,4.310204081632653,1.353061224489796,2.5282993197278913
..\data\s5\f2eng\s5_f2eng_an6.avi,s5,s5,4.780408163265306,1.8033560090702947,3.4104308390022675
..\data\s5\f2eng\s5_f2eng_an7.avi,s5,s5,4.649795918367347,1.6711111111111112,4.48281179138322
..\data\s5\f2eng\s5_f2eng_an8.avi,s5,s5,4.728163265306122,1.7842176870748299,2.889659863945578
..\data\s5\f2eng\s5_f2eng_an9.avi,s5,s5,4.388571428571429,2.0372789115646257,2.9243990929705217
..\data\s5\f2eng\s5_f2eng_di1.avi,s5,s5,5.929795918367347,2.023310657596372,3.8267573696145125
..\data\s5\f2eng\s5_f2eng_di10.avi,s5,s5,5.511836734693878,1.739546485260771,3.672517006802721
..\data\s5\f2eng\s5_f2eng_di2.avi,s5,s5,4.780408163265306,1.8708843537414965,2.955419501133787
..\data\s5\f2eng\s5_f2eng_di3.avi,s5,s5,5.5902040816326535,1.8289342403628117,4.07609977324263
..\data\s5\f2eng\s5_f2eng_di4.avi,s5,s5,5.250612244897959,1.9661678004535148,3.8845351473922904
..\data\s5\f2eng\s5_f2eng_di5.avi,s5,s5,5.851428571428571,1.759092970521542,4.724625850340136
..\data\s5\f2eng\s5_f2eng_di6.avi,s5,s5,5.198367346938776,1.6248979591836734,3.6208616780045353
..\data\s5\f2eng\s5_f2eng_di7.avi,s5,s5,5.12,1.6080272108843536,3.5271201814058957
..\data\s5\f2eng\s5_f2eng_di8.avi,s5,s5,4.728163265306122,1.4848526077097506,3.3174603174603177
..\data\s5\f2eng\s5_f2eng_di9.avi,s5,s5,4.989387755102041,1.7161904761904763,3.421950113378685
..\data\s5\f2eng\s5_f2eng_fe1.avi,s5,s5,5.12,2.402902494331066,3.218548752834467
..\data\s5\f2eng\s5_f2eng_fe2.avi,s5,s5,4.728163265306122,1.699501133786848,2.970702947845805
..\data\s5\f2eng\s5_f2eng_fe3.avi,s5,s5,4.780408163265306,2.483310657596372,4.587210884353741
..\data\s5\f2eng\s5_f2eng_fe4.avi,s5,s5,4.780408163265306,2.5872562358276645,3.126938775510204
..\data\s5\f2eng\s5_f2eng_fe5.avi,s5,s5,4.649795918367347,2.0853514739229024,2.7626303854875283
..\data\s5\f2eng\s5_f2eng_fe6.avi,s5,s5,5.12,2.12562358276644,3.057868480725624
..\data\s5\f2eng\s5_f2eng_fe7.avi,s5,s5,5.0416326530612245,2.0085714285714285,3.001315192743764
..\data\s5\f2eng\s5_f2eng_fe8.avi,s5,s5,4.989387755102041,1.8630385487528345,3.015691609977324
..\data\s5\f2eng\s5_f2eng_ha1.avi,s5,s5,4.25795918367347,1.6715192743764173,2.7333786848072563
..\data\s5\f2eng\s5_f2eng_ha2.avi,s5,s5,4.25795918367347,1.7370068027210885,2.8951927437641722
..\data\s5\f2eng\s5_f2eng_ha3.avi,s5,s5,4.597551020408163,1.9518820861678003,3.141814058956916
..\data\s5\f2eng\s5_f2eng_ha4.avi,s5,s5,4.12734693877551,1.579047619047619,2.4863945578231292
..\data\s5\f2eng\s5_f2eng_ha5.avi,s5,s5,4.388571428571429,1.611201814058957,2.992154195011338
..\data\s5\f2eng\s5_f2eng_ha6.avi,s5,s5,4.310204081632653,1.7958730158730158,2.8858049886621315
..\data\s5\f2eng\s5_f2eng_ha7.avi,s5,s5,4.153469387755102,1.678684807256236,2.725034013605442
..\data\s5\f2eng\s5_f2eng_sa1.avi,s5,s5,4.989387755102041,2.5853968253968254,3.3500226757369616
..\data\s5\f2eng\s5_f2eng_sa2.avi,s5,s5,4.989387755102041,2.2386848072562358,3.0775963718820862
..\data\s5\f2eng\s5_f2eng_sa3.avi,s5,s5,4.310204081632653,1.913061224489796,2.7065759637188207
..\data\s5\f2eng\s5_f2eng_sa4.avi,s5,s5,5.5902040816326535,2.1690702947845804,3.4468027210884356
..\data\s5\f2eng\s5_f2eng_sa5.avi,s5,s5,4.911020408163266,2.7565532879818595,3.535646258503401
..\data\s5\f2eng\s5_f2eng_sa6.avi,s5,s5,4.989387755102041,2.3245804988662133,3.0932879818594103
..\data\s5\f2eng\s5_f2eng_su1.avi,s5,s5,5.12,2.1951473922902496,3.7453514739229026
..\data\s5\f2eng\s5_f2eng_su10.avi,s5,s5,4.780408163265306,1.5221315192743765,3.1853968253968254
..\data\s5\f2eng\s5_f2eng_su2.avi,s5,s5,4.649795918367347,1.8146485260770975,3.557732426303855
..\data\s5\f2eng\s5_f2eng_su3.avi,s5,s5,4.25795918367347,1.5421768707482992,2.8504761904761904
..\data\s5\f2eng\s5_f2eng_su4.avi,s5,s5,4.728163265306122,1.7380045351473923,3.126893424036281
..\data\s5\f2eng\s5_f2eng_su5.avi,s5,s5,4.41469387755102,1.5487981859410431,2.8721995464852608
..\data\s5\f2eng\s5_f2eng_su6.avi,s5,s5,4.597551020408163,1.6425850340136054,3.0876190476190475
..\data\s5\f2eng\s5_f2eng_su7.avi,s5,s5,4.858775510204081,1.7355102040816326,2.925260770975057
..\data\s5\f2eng\s5_f2eng_su8.avi,s5,s5,4.728163265306122,1.8448526077097505,3.175873015873016
..\data\s5\f2eng\s5_f2eng_su9.avi,s5,s5,4.597551020408163,1.5700226757369615,2.935328798185941
..\data\s5\f3per\s5_f3per_an1.avi,s5,s5,4.989387755102041,2.8132426303854876,3.5560090702947846
..\data\s5\f3per\s5_f3per_an2.avi,s5,s5,5.459591836734694,3.3816780045351473,5.326802721088435
..\data\s5\f3per\s5_f3per_an3.avi,s5,s5,5.746938775510204,2.11687074829932,3.7321995464852606
..\data\s5\f3per\s5_f3per_an4.avi,s5,s5,5.746938775510204,3.2956916099773244,4.450839002267574
..\data\s5\f3per\s5_f3per_di1.avi,s5,s5,6.288027210884354,3.0928344671201815,3.860907029478458
..\data\s5\f3per\s5_f3per_di2.avi,s5,s5,6.528027210884353,2.7347392290249433,4.59795918367347
..\data\s5\f3per\s5_f3per_di3.avi,s5,s5,5.592018140589569,2.41437641723356,3.963219954648526
..\data\s5\f3per\s5_f3per_di4.avi,s5,s5,6.216009070294785,3.1522448979591835,4.65156462585034
..\data\s5\f3per\s5_f3per_fe1.avi,s5,s5,4.493061224489796,2.660498866213152,4.4917913832199545
..\data\s5\f3per\s5_f3per_fe2.avi,s5,s5,5.459591836734694,2.532426303854875,5.368979591836735
..\data\s5\f3per\s5_f3per_fe3.avi,s5,s5,5.459591836734694,2.2800907029478457,2.7960090702947844
..\data\s5\f3per\s5_f3per_fe4.avi,s5,s5,5.459591836734694,2.9225850340136055,3.3899773242630387
..\data\s5\f3per\s5_f3per_ha1.avi,s5,s5,4.728163265306122,2.242312925170068,3.0593650793650795
..\data\s5\f3per\s5_f3per_ha2.avi,s5,s5,6.243265306122449,2.857551020408163,3.6440816326530614
..\data\s5\f3per\s5_f3per_ha3.avi,s5,s5,5.459591836734694,2.9893877551020407,4.163854875283446
..\data\s5\f3per\s5_f3per_ha4.avi,s5,s5,4.989387755102041,2.636689342403628,3.6287074829931973
..\data\s5\f3per\s5_f3per_sa1.avi,s5,s5,5.98204081632653,3.314331065759637,4.3212244897959184
..\data\s5\f3per\s5_f3per_sa2.avi,s5,s5,5.459591836734694,2.9803628117913834,4.1145578231292514
..\data\s5\f3per\s5_f3per_sa3.avi,s5,s5,5.459591836734694,3.1025396825396827,3.784126984126984
..\data\s5\f3per\s5_f3per_sa4.avi,s5,s5,5.224489795918367,3.182766439909297,3.905487528344671
..\data\s5\f3per\s5_f3per_su1.avi,s5,s5,4.728163265306122,2.772743764172336,3.5394557823129253
..\data\s5\f3per\s5_f3per_su2.avi,s5,s5,4.728163265306122,2.734875283446712,3.4026303854875284
..\data\s6\f1eng\s6_f1eng_di1.avi,s6,s6,4.728163265306122,1.8405895691609977,2.890204081632653
..\data\s6\f1eng\s6_f1eng_di2.avi,s6,s6,5.224489795918367,2.2742403628117915,3.39437641723356
..\data\s6\f1eng\s6_f1eng_di3.avi,s6,s6,5.98204081632653,2.083401360544218,5.1604081632653065
..\data\s6\f1eng\s6_f1eng_di4.avi,s6,s6,4.989387755102041,2.0975056689342404,3.6073922902494333
..\data\s6\f1eng\s6_f1eng_di5.avi,s6,s6,5.224489795918367,1.6556009070294784,3.166938775510204
..\data\s6\f1eng\s6_f1eng_fe1.avi,s6,s6,4.989387755102041,1.8653061224489795,3.0727891156462586
..\data\s6\f1eng\s6_f1eng_fe2.avi,s6,s6,4.989387755102041,1.7872108843537415,3.215374149659864
..\data\s6\f1eng\s6_f1eng_fe3.avi,s6,s6,5.224489795918367,1.9821315192743765,3.0873469387755104
..\data\s6\f1eng\s6_f1eng_fe4.avi,s6,s6,5.224489795918367,2.103718820861678,3.7444444444444445
..\data\s6\f1eng\s6_f1eng_fe5.avi,s6,s6,5.224489795918367,2.2170521541950112,3.608979591836735
..\data\s6\f1eng\s6_f1eng_ha1.avi,s6,s6,5.224489795918367,2.4247165532879817,3.6565986394557823
..\data\s6\f1eng\s6_f1eng_ha2.avi,s6,s6,4.989387755102041,2.3994557823129252,3.46312925170068
..\data\s6\f1eng\s6_f1eng_ha3.avi,s6,s6,5.224489795918367,1.7843083900226757,3.04875283446712
..\data\s6\f1eng\s6_f1eng_sa1.avi,s6,s6,5.224489795918367,1.9681179138321996,3.310657596371882
..\data\s6\f1eng\s6_f1eng_sa2.avi,s6,s6,4.989387755102041,2.3425396825396825,2.7751473922902496
..\data\s6\f1eng\s6_f1eng_sa3.avi,s6,s6,5.459591836734694,5.459546485260771,0.0
..\data\s6\f1eng\s6_f1eng_sa4.avi,s6,s6,5.224489795918367,2.5518367346938775,3.448843537414966
..\data\s6\f1eng\s6_f1eng_sa5.avi,s6,s6,5.224489795918367,2.484671201814059,3.02140589569161
..\data\s6\f1eng\s6_f1eng_su1.avi,s6,s6,4.989387755102041,1.9363718820861677,3.2374603174603176
..\data\s6\f1eng\s6_f1eng_su2.avi,s6,s6,5.224489795918367,1.8910204081632653,3.465578231292517
..\data\s6\f1eng\s6_f1eng_su3.avi,s6,s6,5.459591836734694,2.2089795918367345,3.2914739229024943
..\data\s6\f1eng\s6_f1eng_su4.avi,s6,s6,4.728163265306122,2.11578231292517,3.4532426303854877
..\data\s6\f1eng\s6_f1eng_su5.avi,s6,s6,4.728163265306122,1.9189115646258503,3.1964172335600907
..\data\s6\f2urd\s6_f2urd_an1.avi,s6,s6,3.709387755102041,1.941451247165533,2.4765532879818593
..\data\s6\f2urd\s6_f2urd_an10.avi,s6,s6,4.048979591836734,1.513922902494331,2.6017687074829934
..\data\s6\f2urd\s6_f2urd_an11.avi,s6,s6,4.780408163265306,2.0648979591836736,3.1386848072562357
..\data\s6\f2urd\s6_f2urd_an2.avi,s6,s6,3.4481632653061225,1.2103854875283446,1.7936054421768708
..\data\s6\f2urd\s6_f2urd_an3.avi,s6,s6,4.25795918367347,2.003628117913832,2.694467120181406
..\data\s6\f2urd\s6_f2urd_an4.avi,s6,s6,4.728163265306122,2.062721088435374,2.90312925170068
..\data\s6\f2urd\s6_f2urd_an5.avi,s6,s6,4.12734693877551,1.7375510204081632,2.5196371882086166
..\data\s6\f2urd\s6_f2urd_an6.avi,s6,s6,3.8922448979591837,1.796326530612245,2.555646258503401
..\data\s6\f2urd\s6_f2urd_an7.avi,s6,s6,3.4481632653061225,1.4541496598639456,2.007800453514739
..\data\s6\f2urd\s6_f2urd_an8.avi,s6,s6,3.6310204081632653,1.6017687074829932,2.388707482993197
..\data\s6\f2urd\s6_f2urd_an9.avi,s6,s6,3.6310204081632653,1.3849433106575963,1.9536961451247166
..\data\s6\f2urd\s6_f2urd_di1.avi,s6,s6,6.243265306122449,1.485079365079365,4.247528344671202
..\data\s6\f2urd\s6_f2urd_di2.avi,s6,s6,4.310204081632653,1.645578231292517,3.1131065759637186
..\data\s6\f2urd\s6_f2urd_di3.avi,s6,s6,3.7877551020408164,1.6919274376417233,2.6760544217687077
..\data\s6\f2urd\s6_f2urd_di4.avi,s6,s6,4.048979591836734,1.4279365079365078,2.8836734693877553
..\data\s6\f2urd\s6_f2urd_di5.avi,s6,s6,4.519183673469388,2.027437641723356,3.658004535147392
..\data\s6\f2urd\s6_f2urd_di6.avi,s6,s6,3.709387755102041,1.4157369614512472,2.5239002267573696
..\data\s6\f2urd\s6_f2urd_di7.avi,s6,s6,3.5787755102040815,1.496235827664399,2.4250340136054422
..\data\s6\f2urd\s6_f2urd_fe1.avi,s6,s6,4.048979591836734,1.6877097505668934,3.0282086167800455
..\data\s6\f2urd\s6_f2urd_fe2.avi,s6,s6,3.4481632653061225,1.286122448979592,2.100997732426304
..\data\s6\f2urd\s6_f2urd_fe3.avi,s6,s6,3.866122448979592,1.9560090702947845,2.831927437641723
..\data\s6\f2urd\s6_f2urd_fe4.avi,s6,s6,3.996734693877551,1.5848072562358277,2.86562358276644
..\data\s6\f2urd\s6_f2urd_fe5.avi,s6,s6,4.388571428571429,1.6424489795918367,3.3965079365079367
..\data\s6\f2urd\s6_f2urd_fe6.avi,s6,s6,4.388571428571429,1.6168253968253967,3.4617687074829933
..\data\s6\f2urd\s6_f2urd_fe7.avi,s6,s6,4.048979591836734,2.060907029478458,3.0550566893424036
..\data\s6\f2urd\s6_f2urd_ha1.avi,s6,s6,4.048979591836734,1.8093424036281178,2.668390022675737
..\data\s6\f2urd\s6_f2urd_ha10.avi,s6,s6,4.41469387755102,1.497732426303855,3.0851700680272107
..\data\s6\f2urd\s6_f2urd_ha2.avi,s6,s6,4.519183673469388,1.9555555555555555,3.0081632653061225
..\data\s6\f2urd\s6_f2urd_ha3.avi,s6,s6,4.780408163265306,1.5788208616780046,3.2022675736961452
..\data\s6\f2urd\s6_f2urd_ha4.avi,s6,s6,3.8922448979591837,1.6535600907029477,2.552244897959184
..\data\s6\f2urd\s6_f2urd_ha5.avi,s6,s6,4.310204081632653,1.7482086167800452,3.1875736961451246
..\data\s6\f2urd\s6_f2urd_ha6.avi,s6,s6,3.4481632653061225,1.5006349206349205,2.154920634920635
..\data\s6\f2urd\s6_f2urd_ha7.avi,s6,s6,3.996734693877551,1.7441269841269842,2.9424489795918367
..\data\s6\f2urd\s6_f2urd_ha8.avi,s6,s6,4.12734693877551,1.888798185941043,2.627936507936508
..\data\s6\f2urd\s6_f2urd_ha9.avi,s6,s6,3.8922448979591837,1.750612244897959,2.6140136054421768
..\data\s6\f2urd\s6_f2urd_sa1.avi,s6,s6,4.048979591836734,1.6638548752834468,2.335827664399093
..\data\s6\f2urd\s6_f2urd_sa2.avi,s6,s6,4.388571428571429,1.6812244897959183,2.6025850340136056
..\data\s6\f2urd\s6_f2urd_sa3.avi,s6,s6,4.519183673469388,2.0304761904761905,2.9141950113378683
..\data\s6\f2urd\s6_f2urd_sa4.avi,s6,s6,4.310204081632653,1.510702947845805,2.978140589569161
..\data\s6\f2urd\s6_f2urd_sa5.avi,s6,s6,4.388571428571429,1.972154195011338,2.7882086167800453
..\data\s6\f2urd\s6_f2urd_sa6.avi,s6,s6,3.709387755102041,1.431609977324263,2.351065759637188
..\data\s6\f2urd\s6_f2urd_sa7.avi,s6,s6,4.25795918367347,1.3863945578231291,2.749750566893424
..\data\s6\f2urd\s6_f2urd_sa8.avi,s6,s6,3.5787755102040815,1.3207256235827665,2.2593650793650792
..\data\s6\f2urd\s6_f2urd_su1.avi,s6,s6,3.996734693877551,1.3347845804988663,2.552199546485261
..\data\s6\f2urd\s6_f2urd_su2.avi,s6,s6,3.709387755102041,1.2606349206349206,2.2663038548752836
..\data\s6\f2urd\s6_f2urd_su3.avi,s6,s6,3.4481632653061225,1.446530612244898,2.1062131519274376
..\data\s6\f2urd\s6_f2urd_su4.avi,s6,s6,3.709387755102041,1.4658503401360545,2.3421768707482995
..\data\s6\f2urd\s6_f2urd_su5.avi,s6,s6,4.12734693877551,1.3152380952380953,2.856371882086168
..\data\s6\f2urd\s6_f2urd_su6.avi,s6,s6,3.996734693877551,1.4974149659863945,2.9024036281179137
..\data\s6\f2urd\s6_f2urd_su7.avi,s6,s6,3.8922448979591837,1.4281179138321995,2.8646712018140588
..\data\s6\f2urd\s6_f2urd_su8.avi,s6,s6,4.153469387755102,1.8747845804988663,3.083809523809524
..\data\s6\f3urd\s6_f3urd_an1.avi,s6,s6,6.164897959183674,2.1787755102040816,4.286031746031746
..\data\s6\f3urd\s6_f3urd_an2.avi,s6,s6,4.780408163265306,2.2336961451247164,3.033424036281179
..\data\s6\f3urd\s6_f3urd_an3.avi,s6,s6,5.0416326530612245,2.3844897959183675,3.4225396825396825
..\data\s6\f3urd\s6_f3urd_an4.avi,s6,s6,5.3028571428571425,2.102358276643991,3.3174603174603177
..\data\s6\f3urd\s6_f3urd_an5.avi,s6,s6,6.086530612244898,2.412108843537415,4.48562358276644
..\data\s6\f3urd\s6_f3urd_di1.avi,s6,s6,5.5902040816326535,2.184807256235828,3.7258956916099772
..\data\s6\f3urd\s6_f3urd_di2.avi,s6,s6,5.067755102040817,1.545578231292517,2.8022222222222224
..\data\s6\f3urd\s6_f3urd_di3.avi,s6,s6,5.7208163265306125,1.9562358276643992,3.5829931972789115
..\data\s6\f3urd\s6_f3urd_fe1.avi,s6,s6,4.571428571428571,2.1008163265306123,2.816235827664399
